File.name,QRATE,Date,Longitude,Latitude
ARC_0137.JPG,2,2022-11-01,-57.66257,66.95219833
ARC_0140.JPG,2,2022-11-01,-57.662155,66.95219167
ARC_0146.JPG,2,2022-11-01,-57.662155,66.95219167
ARC_0155.JPG,2,2022-11-01,-57.662155,66.95219167
ARC_0169.JPG,2,2022-11-01,-57.662155,66.95219167
ARC_0186.JPG,2,2022-11-01,-57.65562333,66.95007667
ARC_0194.JPG,1,2022-11-01,-57.65562333,66.95007667
ARC_0195.JPG,1,2022-11-01,-57.65562333,66.95007667
ARC_0223-2.JPG,2,2022-11-01,-57.65562333,66.95007667
ARC_0232-2.JPG,2,2022-11-01,-57.64170167,66.946145
ARC_0234-2.JPG,2,2022-11-01,-57.64170167,66.946145
ARC_0239-2.JPG,1,2022-11-01,-57.64170167,66.946145
ARC_0264.JPG,2,2022-11-01,-57.64170167,66.946145
ARC_0267.JPG,2,2022-11-01,-57.63814333,66.94459167
ARC_0272.JPG,3,2022-11-01,-57.63814333,66.94459167
ARC_0312.JPG,2,2022-11-01,-57.63814333,66.94459167
ARC_0322.JPG,2,2022-11-01,-57.634315,66.94357167
ARC_0332.JPG,3,2022-11-01,-57.634315,66.94357167
ARC_0352.JPG,2,2022-11-01,-57.634315,66.94357167
ARC_0363.JPG,2,2022-11-01,-57.634315,66.94357167
ARC_0379.JPG,1,2022-11-01,-57.634315,66.94357167
ARC_0400.JPG,3,2022-11-01,-57.62928,66.94240667
ARC_0405.JPG,3,2022-11-01,-57.62928,66.94240667
ARC_0407.JPG,2,2022-11-01,-57.62928,66.94240667
ARC_0410.JPG,2,2022-11-01,-57.62928,66.94240667
ARC_0415.JPG,1,2022-11-01,-57.62583333,66.94161
ARC_0426.JPG,2,2022-11-01,-57.62583333,66.94161
ARC_0434.JPG,3,2022-11-01,-57.62583333,66.94161
ARC_0453.JPG,1,2022-11-01,-57.62078333,66.94024167
ARC_0473.JPG,2,2022-11-01,-57.62078333,66.94024167
ARC_0487.JPG,2,2022-11-01,-57.62078333,66.94024167
ARC_0497.JPG,??,2022-11-01,-57.62078333,66.94024167
ARC_0499.JPG,3,2022-11-01,-57.58974833,66.9335
ARC_0506.JPG,1,2022-11-01,-57.58526167,66.93246833
ARC_0524.JPG,2,2022-11-01,-57.58526167,66.93246833
ARC_0547.JPG,2,2022-11-01,-57.58526167,66.93246833
ARC_0585.JPG,2,2022-11-01,-57.58526167,66.93246833
ARC_0589.JPG,1,2022-11-01,-57.58253,66.93135833
ARC_0594.JPG,1,2022-11-01,-57.58253,66.93135833
ARC_0596.JPG,??,2022-11-01,-57.62864833,66.94592333
ARC_0680.JPG,2,2022-11-01,-57.61179667,67.00481
ARC_0715.JPG,3,2022-11-01,-57.61139333,67.00437667
ARC_0717.JPG,2,2022-11-01,-57.61134,67.00380833
ARC_0727.JPG,??,2022-11-01,-57.61015167,67.00312667
ARC_0736.JPG,1,2022-11-01,-57.59757667,66.992515
ARC_0776.JPG,2,2022-11-01,-57.59714333,66.99257
ARC_0799.JPG,??,2022-11-01,-57.59915667,66.98849667
ARC_0809.JPG,2,2022-11-01,-57.59662667,66.98985667
ARC_0818.JPG,3,2022-11-01,-57.59681667,66.98917167
ARC_0846.JPG,2,2022-11-01,-57.599475,66.98134167
ARC_0850.JPG,3,2022-11-01,-57.59912,66.98080833
ARC_0853.JPG,3,2022-11-01,-57.592855,66.97836333
ARC_0854.JPG,2,2022-11-01,-57.592855,66.97836333
ARC_0858.JPG,2,2022-11-01,-57.591785,66.97835
ARC_0860.JPG,??,2022-11-01,-57.591335,66.97844167
ARC_0862.JPG,2,2022-11-02,-57.67572667,67.00118
ARC_0866.JPG,3,2022-11-02,-57.67550667,67.00088167
ARC_0886.JPG,2,2022-11-02,-57.67550667,67.00088167
ARC_0890.JPG,2,2022-11-02,-57.67624833,67.000765
ARC_0898.JPG,3,2022-11-02,-57.67608333,67.00072833
ARC_0915.JPG,1,2022-11-02,-57.67608333,67.00072833
ARC_0917.JPG,1,2022-11-02,-57.67634333,67.00087
ARC_0929.JPG,1,2022-11-02,-57.67757833,67.00094333
ARC_0933.JPG,3,2022-11-02,-57.67757833,67.00094333
ARC_0936.JPG,1,2022-11-02,-57.68559167,66.997715
ARC_0938.JPG,2,2022-11-02,-57.68620667,66.99731333
ARC_0952.JPG,1,2022-11-02,-57.68620667,66.99731333
ARC_0988.JPG,??,2022-11-03,-62.19437333,67.93958833
ARC_0996.JPG,1,2022-11-03,-62.10448167,67.85022333
ARC_1003.JPG,1,2022-11-03,-62.10252,67.84833
ARC_1007.JPG,2,2022-11-04,-60.616145,67.44917167
ARC_1058.JPG,1,2022-11-04,-60.616145,67.44917167
ARC_1100.JPG,2,2022-11-04,-60.61324333,67.44801167
ARC_1150.JPG,2,2022-11-04,-60.61324333,67.44801167
ARC_1165.JPG,2,2022-11-04,-60.60938667,67.44670833
ARC_1182.JPG,2,2022-11-04,-60.60588333,67.44539167
ARC_1188.JPG,3,2022-11-04,-60.60588333,67.44539167
ARC_1207.JPG,3,2022-11-04,-60.60248833,67.44412833
ARC_1218.JPG,2,2022-11-04,-60.59825167,67.44216833
ARC_1310.JPG,1,2022-11-06,-58.06887667,67.22929833
ARC_1312.JPG,1,2022-11-06,-58.06887667,67.22929833
ARC_1337.JPG,2,2022-11-06,-58.06715833,67.228185
ARC_1371.JPG,2,2022-11-06,-58.06715833,67.228185
ARC_1434.JPG,2,2022-11-06,-58.06565,67.22695667
ARC_1456.JPG,3,2022-11-06,-58.06565,67.22695667
ARC_1467.JPG,2,2022-11-06,-58.06318333,67.22407833
ARC_1469.JPG,2,2022-11-06,-58.06318333,67.22407833
ARC_1482.JPG,1,2022-11-06,-58.06318333,67.22407833
ARC_1496.JPG,1,2022-11-06,-58.06318333,67.22407833
ARC_1502.JPG,2,2022-11-06,-58.06182,67.221555
ARC_1504.JPG,2,2022-11-06,-58.060955,67.219575
ARC_1515.JPG,2,2022-11-06,-58.05969333,67.21851167
ARC_1531.JPG,3,2022-11-06,-58.058995,67.216865
ARC_1537.JPG,2,2022-11-06,-58.05887167,67.21551167
ARC_1559.JPG,??,2022-11-06,-58.06307,67.213285
ARC_1576.JPG,4,2022-11-06,-58.47681333,67.01417833
ARC_1582.JPG,3,2022-11-06,-58.47681333,67.01417833
ARC_1588.JPG,2,2022-11-06,-58.46728667,67.01376333
ARC_1592.JPG,1,2022-11-06,-58.46543333,67.01333
ARC_1613.JPG,2,2022-11-06,-58.46543333,67.01333
ARC_1655.JPG,1,2022-11-06,-58.46543333,67.01333
ARC_1716.JPG,2,2022-11-06,-58.46543333,67.01333
ARC_1739.JPG,2,2022-11-06,-58.46169833,67.01296
ARC_1756.JPG,2,2022-11-06,-58.46169833,67.01296
ARC_1762.JPG,2,2022-11-06,-58.46169833,67.01296
ARC_1768.JPG,3,2022-11-06,-58.45761333,67.01468167
ARC_1777.JPG,2,2022-11-06,-58.45440333,67.01445167
ARC_1783.JPG,1,2022-11-06,-58.45440333,67.01445167
ARC_1805.JPG,2,2022-11-06,-58.41798667,67.01143333
ARC_1827.JPG,1,2022-11-06,-58.41798667,67.01143333
ARC_1848.JPG,4,2022-11-06,-58.413265,67.010945
ARC_1855.JPG,1,2022-11-06,-58.404875,67.01018667
ARC_1861.JPG,??,2022-11-06,-58.404875,67.01018667
ARC_1870.JPG,4,2022-11-06,-58.40342,67.00975333
ARC_1889.JPG,2,2022-11-06,-58.4011,67.00923
ARC_1898.JPG,1,2022-11-06,-58.4011,67.00923
ARC_1921.JPG,2,2022-11-06,-58.39750667,67.008635
ARC_1935.JPG,3,2022-11-06,-58.39750667,67.008635
ARC_1940.JPG,??,2022-11-06,-58.39495167,67.00811
ARC_1947.JPG,1,2022-11-06,-58.39210833,67.00735833
ARC_1955.JPG,1,2022-11-06,-58.39210833,67.00735833
ARC_1988.JPG,3,2022-11-06,-58.39108833,67.00687333
ARC_2017.JPG,3,2022-11-06,-58.39108833,67.00687333
ARC_2044.JPG,2,2022-11-06,-58.39051333,67.00638167
ARC_2074.JPG,3,2022-11-06,-58.39051333,67.00638167
ARC_2100.JPG,3,2022-11-06,-58.38920667,67.00575833
ARC_2111.JPG,2,2022-11-06,-58.38920667,67.00575833
ARC_2141.JPG,2,2022-11-06,-58.38705833,67.00506167
ARC_2164.JPG,3,2022-11-06,-58.38572,67.00442833
ARC_2173.JPG,2,2022-11-06,-58.38572,67.00442833
ARC_2180.JPG,2,2022-11-06,-58.38428833,67.003775
ARC_2185.JPG,2,2022-11-06,-58.38428833,67.003775
ARC_2209.JPG,2,2022-11-06,-58.38011,67.00239333
ARC_2211.JPG,2,2022-11-06,-58.38011,67.00239333
ARC_2234.JPG,2,2022-11-06,-58.38011,67.00239333
ARC_2261.JPG,2,2022-11-06,-58.377595,67.001535
ARC_2271.JPG,2,2022-11-06,-58.373825,67.00019667
ARC_2284.JPG,2,2022-11-06,-58.373825,67.00019667
ARC_2316.JPG,4,2022-11-06,-58.37011333,66.99897333
ARC_2327.JPG,2,2022-11-06,-58.37011333,66.99897333
ARC_2353.JPG,2,2022-11-06,-58.37011333,66.99897333
ARC_2404.JPG,1,2022-11-06,-58.36652833,66.99745333
ARC_2437.JPG,2,2022-11-06,-58.36652833,66.99745333
ARC_2475.JPG,2,2022-11-06,-58.36309833,66.99633333
ARC_2513.JPG,2,2022-11-06,-58.36309833,66.99633333
ARC_2540.JPG,3,2022-11-06,-58.35924833,66.99497667
ARC_2572.JPG,3,2022-11-06,-58.35924833,66.99497667
ARC_2621.JPG,3,2022-11-06,-58.35589833,66.993775
ARC_2646.JPG,3,2022-11-06,-58.35589833,66.993775
ARC_2654.JPG,2,2022-11-06,-58.35265,66.992705
ARC_2678.JPG,??,2022-11-06,-58.35265,66.992705
ARC_2691.JPG,1,2022-11-06,-58.349345,66.99160333
ARC_2715.JPG,??,2022-11-06,-58.349345,66.99160333
ARC_2733.JPG,1,2022-11-06,-58.346065,66.99056833
ARC_2747.JPG,1,2022-11-06,-58.346065,66.99056833
ARC_2759.JPG,2,2022-11-06,-58.342665,66.98940833
ARC_2769.JPG,3,2022-11-06,-58.342665,66.98940833
ARC_2781.JPG,3,2022-11-06,-58.33943833,66.98830333
ARC_2793.JPG,2,2022-11-06,-58.33943833,66.98830333
ARC_2799.JPG,3,2022-11-06,-58.336135,66.98720333
ARC_2823.JPG,2,2022-11-06,-58.336135,66.98720333
ARC_2840.JPG,2,2022-11-06,-58.33274,66.98597333
ARC_2858.JPG,1,2022-11-06,-58.33274,66.98597333
ARC_2877.JPG,3,2022-11-06,-58.32937,66.98480667
ARC_2882.JPG,3,2022-11-06,-58.32937,66.98480667
ARC_2898.JPG,3,2022-11-06,-58.32586833,66.98355167
ARC_2902.JPG,3,2022-11-06,-58.32586833,66.98355167
ARC_2908.JPG,2,2022-11-06,-58.32142333,66.982135
ARC_3782.JPG,??,2022-11-21,-60.59128333,62.20615333
ARC_3805.JPG,??,2022-11-21,-60.59101167,62.205835
ARC_3824.JPG,??,2022-11-21,-60.59227667,62.20391
ARC_3826.JPG,??,2022-11-21,-60.59227667,62.20391
ARC_3828.JPG,??,2022-11-21,-60.59227667,62.20391
ARC_3861.JPG,??,2022-11-21,-60.59344667,62.20164167
ARC_3866.JPG,??,2022-11-21,-60.59344667,62.20164167
ARC_3867.JPG,??,2022-11-21,-60.59410833,62.19983
ARC_3885.JPG,??,2022-11-21,-60.59410833,62.19983
ARC_3904.JPG,??,2022-11-21,-60.59554833,62.19757167
ARC_3908.JPG,??,2022-11-21,-60.59654833,62.19590167
ARC_3915.JPG,??,2022-11-21,-60.59654833,62.19590167
ARC_3925.JPG,??,2022-11-21,-60.597045,62.194125
ARC_3927.JPG,??,2022-11-21,-60.597045,62.194125
ARC_3939.JPG,??,2022-11-21,-60.59808833,62.19239
ARC_3977.JPG,??,2022-11-21,-60.599485,62.19062167
ARC_3979.JPG,??,2022-11-21,-60.599485,62.19062167
ARC_3984.JPG,??,2022-11-21,-60.60010333,62.18887
ARC_3990.JPG,??,2022-11-21,-60.60010333,62.18887
ARC_4002.JPG,??,2022-11-21,-60.61866333,62.08171167
ARC_4004.JPG,??,2022-11-21,-60.61866333,62.08171167
ARC_4008.JPG,??,2022-11-21,-60.61866333,62.08171167
ARC_4010.JPG,??,2022-11-21,-60.61943667,62.079295
ARC_4017.JPG,??,2022-11-22,-60.50910833,62.493125
ARC_4019.JPG,??,2022-11-22,-60.50942333,62.493515
ARC_4021.JPG,??,2022-11-22,-60.50942333,62.493515
ARC_4026.JPG,??,2022-11-22,-60.50942333,62.493515
ARC_4041.JPG,??,2022-11-22,-60.50936833,62.49390167
ARC_4067.JPG,??,2022-11-22,-60.51022833,62.49447833
ARC_4074.JPG,??,2022-11-22,-60.51162333,62.49732
ARC_4081.JPG,??,2022-11-22,-60.51162333,62.49732
ARC_4085.JPG,??,2022-11-22,-60.51162333,62.49732
ARC_4106.JPG,??,2022-11-22,-60.51287167,62.49821667
ARC_4110.JPG,??,2022-11-22,-60.51392167,62.49899167
ARC_4137.JPG,??,2022-11-22,-60.51392167,62.49899167
ARC_4146.JPG,??,2022-11-22,-60.51549833,62.49967
ARC_4168.JPG,??,2022-11-22,-60.51549833,62.49967
ARC_4170.JPG,??,2022-11-22,-60.51719333,62.50065667
ARC_4177.JPG,??,2022-11-22,-60.51719333,62.50065667
ARC_4181.JPG,??,2022-11-22,-60.51846667,62.50124833
ARC_4196.JPG,??,2022-11-22,-60.85742,62.55374
ARC_4208.JPG,??,2022-11-22,-60.85742,62.55374
ARC_4217.JPG,??,2022-11-22,-60.88094667,62.65316167
ARC_4225.JPG,??,2022-11-22,-60.87918833,62.654305
ARC_4227.JPG,??,2022-11-22,-60.87918833,62.654305
ARC_4236.JPG,??,2022-11-22,-60.875945,62.65626
ARC_4242.JPG,??,2022-11-22,-60.87257833,62.65835167
ARC_4257.JPG,??,2022-11-23,-60.22969167,62.90220167
ARC_4262.JPG,??,2022-11-23,-60.22969167,62.90220167
ARC_4271.JPG,??,2022-11-23,-60.22720167,62.90211
ARC_4286.JPG,??,2022-11-23,-60.22720167,62.90211
ARC_4292.JPG,??,2022-11-23,-60.22170333,62.90155333
ARC_4301.JPG,??,2022-11-23,-60.22170333,62.90155333
ARC_4321.JPG,??,2022-11-23,-60.22170333,62.90155333
ARC_4343.JPG,??,2022-11-23,-59.99624833,63.04644
ARC_4355.JPG,??,2022-11-23,-59.99624833,63.04644
ARC_4358.JPG,??,2022-11-23,-59.997275,63.04695667
ARC_4385.JPG,??,2022-11-23,-59.997275,63.04695667
ARC_4392.JPG,??,2022-11-23,-60.00213167,63.04732667
ARC_4401.JPG,??,2022-11-23,-60.00213167,63.04732667
ARC_4419.JPG,??,2022-11-23,-60.00447,63.04802167
ARC_4422.JPG,??,2022-11-23,-60.004065,63.04891
ARC_4427.JPG,??,2022-11-24,-58.93551667,62.95548667
ARC_4440.JPG,??,2022-11-24,-58.93234833,62.95227
ARC_4444.JPG,??,2022-11-24,-58.93234833,62.95227
ARC_4457.JPG,??,2022-11-24,-58.93167667,62.94988833
ARC_4470.JPG,??,2022-11-24,-58.93167667,62.94988833
ARC_4483.JPG,??,2022-11-24,-58.66711333,62.769905
ARC_4498.JPG,??,2022-11-24,-58.66486,62.76940333
ARC_4509.JPG,??,2022-11-24,-58.66486,62.76940333
